Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Ministral 3 14B,14B,False,0.1,63.33,354.3737,66.5087,"[329.9564, 378.7910]",2.3555,True,True,360.7025,439.4279,458.477
Q13,Give me the movies and its featuring actors that have won an Oscar,Ministral 3 14B,14B,False,0.1,100.0,305.4252,52.1631,"[231.5960, 400.3442]",2.3621,True,True,328.9551,350.75,387.9849
Q14,Give me the people who have directed or acted in more than 5 occasions,Ministral 3 14B,14B,False,0.1,100.0,115.6288,1.609,"[114.2195, 118.4371]",2.3856,True,True,114.7131,118.0327,118.2444
Q01,Give me the movies that have more than four actors with the same birth year,Mistral Nemo 12B,12B,False,0.15,100.0,82.342,3.8776,"[77.8922, 90.4335]",2.9208,True,True,81.399,86.0602,86.9374
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Mistral Nemo 12B,12B,False,0.15,100.0,83.2408,5.4108,"[81.2543, 85.2273]",2.9334,True,True,83.5041,88.8705,91.6645
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Mistral Nemo 12B,12B,False,0.15,96.67,103.3494,3.448,"[99.9171, 111.8132]",2.9605,True,True,102.572,104.736,108.0424
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Mistral Nemo 12B,12B,False,0.15,100.0,89.722,6.1684,"[84.6097, 100.6122]",2.9702,True,True,87.6016,93.2985,93.7685
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Mistral Nemo 12B,12B,False,0.15,100.0,41.0418,5.5369,"[37.1738, 53.3817]",2.9486,True,True,38.7391,50.8148,51.8554
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Mistral Nemo 12B,12B,False,0.15,100.0,70.355,12.0251,"[58.7844, 88.8379]",2.9641,True,True,62.522,87.2149,88.0616
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Mistral Nemo 12B,12B,False,0.15,100.0,112.5301,15.8833,"[106.2772, 136.1699]",2.9419,True,True,109.7253,112.3441,113.1574
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Mistral Nemo 12B,12B,False,0.15,100.0,78.0184,2.8489,"[76.9725, 79.0644]",2.9576,True,True,78.539,81.2895,82.3092
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Mistral Nemo 12B,12B,False,0.15,100.0,74.5261,4.9834,"[64.7236, 83.3707]",2.9714,True,True,74.8818,79.4408,80.8187
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Mistral Nemo 12B,12B,False,0.15,100.0,104.254,4.7489,"[94.6557, 110.4036]",2.9513,True,True,105.8903,108.9796,109.7797
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Mistral Nemo 12B,12B,False,0.15,100.0,92.7947,1.5256,"[92.2346, 93.3548]",2.9611,True,True,92.6354,94.5543,95.3712
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Mistral Nemo 12B,12B,False,0.15,96.67,81.5684,6.1304,"[74.9624, 91.8685]",2.9608,True,True,77.7794,89.8363,90.9254
Q13,Give me the movies and its featuring actors that have won an Oscar,Mistral Nemo 12B,12B,False,0.15,100.0,79.7742,5.807,"[64.9681, 84.3750]",2.9596,True,True,81.482,83.8224,84.2063
Q14,Give me the people who have directed or acted in more than 5 occasions,Mistral Nemo 12B,12B,False,0.15,90.0,64.6139,6.6131,"[48.5603, 70.3060]",2.9544,True,True,66.8803,69.9115,69.9749
Q01,Give me the movies that have more than four actors with the same birth year,Mistral 7B,7B,False,0.15,40.0,30.0252,7.1991,"[22.9936, 43.8762]",11.8251,True,True,30.3289,32.4266,34.9696
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Mistral 7B,7B,False,0.15,83.33,47.1087,7.8365,"[31.5670, 58.2678]",11.6915,True,True,48.7517,56.7059,56.9308
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Mistral 7B,7B,False,0.15,96.67,29.0862,0.6757,"[27.4247, 29.9975]",12.5215,True,True,29.1753,29.4572,29.533
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Mistral 7B,7B,False,0.15,90.0,37.3327,10.7772,"[23.4761, 52.6055]",12.1996,True,True,31.0867,50.6382,52.1596
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Mistral 7B,7B,False,0.15,3.33,28.3308,3.9706,"[23.6777, 37.5170]",12.3527,True,True,26.8,33.8478,36.4007
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Mistral 7B,7B,False,0.15,93.33,50.3252,26.3812,"[34.5594, 109.2322]",12.1893,True,True,42.9257,60.1182,82.7786
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Mistral 7B,7B,False,0.15,90.0,51.8141,8.4147,"[43.6494, 75.6976]",12.2461,True,True,52.2039,60.6532,72.1532
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Mistral 7B,7B,False,0.15,83.33,52.1645,27.9953,"[34.9195, 116.7097]",12.1912,True,True,41.3241,99.999,100.6739
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Mistral 7B,7B,False,0.15,3.33,24.913,2.991,"[23.5956, 33.1055]",12.5767,True,True,23.9083,26.1883,31.5477
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Mistral 7B,7B,False,0.15,100.0,35.5321,2.4733,"[32.6964, 39.2553]",12.3357,True,True,35.0537,38.0976,38.6795
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Mistral 7B,7B,False,0.15,60.0,34.8264,10.9492,"[25.0849, 55.2830]",12.2854,True,True,33.7875,40.0834,42.2145
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Mistral 7B,7B,False,0.15,56.67,67.2764,31.3146,"[34.3907, 138.8026]",12.2006,True,True,59.0922,97.8488,119.1647
Q13,Give me the movies and its featuring actors that have won an Oscar,Mistral 7B,7B,False,0.15,93.33,33.5477,8.2188,"[23.1451, 49.8353]",12.2125,True,True,33.1782,46.0224,48.7921
Q14,Give me the people who have directed or acted in more than 5 occasions,Mistral 7B,7B,False,0.15,100.0,28.0436,0.1496,"[27.7955, 28.2546]",12.501,True,True,28.0524,28.1658,28.2211
Q01,Give me the movies that have more than four actors with the same birth year,Phi-4 14B,14B,False,0.15,100.0,132.2465,24.8829,"[101.3705, 171.0742]",1.8696,True,True,131.6103,164.4491,169.3294
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Phi-4 14B,14B,False,0.15,100.0,188.0483,23.8169,"[157.3600, 227.4238]",1.8568,True,True,189.8087,209.2178,211.6977
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Phi-4 14B,14B,False,0.15,100.0,152.6085,0.6194,"[151.0011, 153.4774]",1.8653,True,True,152.6892,153.187,153.2982
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Phi-4 14B,14B,False,0.15,100.0,170.5684,34.1811,"[108.5492, 215.2767]",1.8612,True,True,185.4452,201.6106,208.7528
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Phi-4 14B,14B,False,0.15,100.0,102.1863,12.5066,"[83.7350, 124.1470]",1.8771,True,True,98.6719,117.8191,120.6598
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Phi-4 14B,14B,False,0.15,100.0,142.9356,21.7181,"[123.4612, 174.9525]",1.864,True,True,131.6957,174.5609,174.8974
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Phi-4 14B,14B,False,0.15,83.33,236.0774,54.8678,"[157.6895, 341.9309]",1.8554,True,True,232.0964,340.6266,341.2754
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Phi-4 14B,14B,False,0.15,83.33,111.1758,14.7596,"[102.6898, 143.9938]",1.8759,True,True,103.4121,142.2784,143.2138
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Phi-4 14B,14B,False,0.15,100.0,139.9276,18.4229,"[129.9907, 188.7986]",1.8653,True,True,130.9054,164.308,174.9371
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Phi-4 14B,14B,False,0.15,100.0,190.3045,8.8712,"[184.1145, 208.6170]",1.8641,True,True,185.8135,205.897,206.3891
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Phi-4 14B,14B,False,0.15,100.0,208.5717,31.612,"[196.9660, 220.1774]",1.8605,True,True,208.9967,257.8632,266.973
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Phi-4 14B,14B,False,0.15,90.0,292.3913,82.1228,"[262.2415, 322.5410]",1.8527,True,True,280.4702,365.5319,419.7994
Q13,Give me the movies and its featuring actors that have won an Oscar,Phi-4 14B,14B,False,0.15,100.0,123.7111,11.8713,"[95.6469, 133.6798]",1.8797,True,True,127.5267,133.3522,133.5098
Q14,Give me the people who have directed or acted in more than 5 occasions,Phi-4 14B,14B,False,0.15,100.0,154.0608,8.0499,"[132.6157, 162.3666]",1.866,True,True,154.1386,161.8677,162.1937
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E2B,2B,False,0.05,100.0,12.4002,0.0727,"[12.2722, 12.5187]",17.6701,True,True,12.4035,12.4824,12.5097
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E2B,2B,True,0.05,73.33,77.2603,24.8457,"[51.1128, 117.0559]",18.0733,True,True,66.5798,116.7032,116.8193
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E2B,2B,False,0.05,100.0,12.1512,0.1929,"[12.0260, 12.4677]",17.7787,True,True,12.1164,12.2078,12.2168
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E2B,2B,True,0.05,56.67,82.6382,25.2866,"[55.8825, 116.8736]",18.0596,True,True,69.5938,116.7082,116.7886
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E2B,2B,False,0.05,100.0,20.6271,0.1729,"[20.4917, 20.9276]",17.6043,True,True,20.6104,20.6678,20.6985
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E2B,2B,True,0.05,56.67,54.4256,4.9343,"[52.6141, 56.2372]",17.9803,True,True,54.1626,60.7719,61.7421
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E2B,2B,False,0.05,100.0,20.3527,1.3897,"[19.3003, 22.8716]",17.7414,True,True,19.639,22.7668,22.8505
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E2B,2B,True,0.05,90.0,58.2783,5.6063,"[49.2378, 67.7077]",17.994,True,True,57.9996,62.8916,63.4702
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E2B,2B,False,0.05,100.0,14.798,0.1787,"[14.6908, 15.1125]",17.7096,True,True,14.7679,14.8477,14.8832
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E2B,2B,True,0.05,80.0,40.9913,4.1805,"[36.8483, 49.0615]",18.0202,True,True,40.0019,46.508,47.6666
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E2B,2B,False,0.05,100.0,16.4916,0.7224,"[15.3736, 17.1096]",17.8241,True,True,16.9189,17.034,17.077
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E2B,2B,True,0.05,100.0,55.285,8.9313,"[52.0060, 58.5639]",18.0777,True,True,56.5997,66.7626,70.1005
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E2B,2B,False,0.05,100.0,24.5779,0.2009,"[24.4585, 24.9221]",17.6467,True,True,24.5438,24.6218,24.6487
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E2B,2B,True,0.05,83.33,69.1553,6.5979,"[66.7330, 71.5776]",18.0048,True,True,67.9198,78.684,81.1688
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E2B,2B,False,0.05,93.33,23.6873,1.1704,"[19.4369, 24.3487]",17.7828,True,True,23.9268,24.0736,24.1237
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E2B,2B,True,0.05,40.0,54.4345,7.1229,"[51.8195, 57.0495]",18.0191,True,True,53.0408,63.0718,66.7007
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E2B,2B,False,0.05,100.0,16.6522,0.4163,"[16.4035, 17.5906]",17.6907,True,True,16.475,17.5765,17.5851
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E2B,2B,True,0.05,100.0,64.1145,11.6922,"[59.8219, 68.4071]",18.1345,True,True,63.4062,80.8597,83.4606
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E2B,2B,False,0.05,100.0,25.9937,0.3914,"[25.6390, 26.6018]",17.8166,True,True,25.9579,26.0571,26.0966
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E2B,2B,True,0.05,100.0,57.0204,3.859,"[55.6036, 58.4372]",18.0477,True,True,56.769,62.3452,62.8937
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E2B,2B,False,0.05,100.0,21.3516,0.1894,"[21.1953, 21.6757]",17.6795,True,True,21.3282,21.4112,21.435
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E2B,2B,True,0.05,63.33,50.8916,4.8118,"[44.9729, 61.6657]",17.988,True,True,50.279,56.8488,60.3468
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E2B,2B,False,0.05,100.0,31.2066,0.2063,"[31.0591, 31.6033]",17.7659,True,True,31.1724,31.2549,31.3278
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E2B,2B,True,0.05,86.67,55.435,5.6687,"[53.3538, 57.5162]",18.0642,True,True,55.4082,61.6256,64.9188
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E2B,2B,False,0.05,100.0,15.7233,0.2073,"[15.3768, 16.0503]",17.7227,True,True,15.7377,15.8237,15.8363
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E2B,2B,True,0.05,66.67,48.509,3.5366,"[47.2106, 49.8074]",17.9978,True,True,47.7489,53.1306,53.2086
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E2B,2B,False,0.05,100.0,18.3276,0.0819,"[18.2202, 18.5283]",17.622,True,True,18.3123,18.4104,18.4821
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E2B,2B,True,0.05,76.67,55.526,6.2584,"[43.9424, 68.0159]",17.9689,True,True,55.4602,59.8908,64.1447
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E4B,4B,False,0.05,100.0,23.843,0.0998,"[23.6473, 23.9732]",12.6202,True,True,23.8714,23.9468,23.9603
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E4B,4B,True,0.05,53.33,150.2391,18.6683,"[115.2574, 165.7085]",12.6066,True,True,161.6625,165.0702,165.1415
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E4B,4B,False,0.05,100.0,30.0506,0.7394,"[29.6882, 32.3608]",12.6216,True,True,29.8741,30.017,31.209
