Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Mistral Nemo 12B,12B,False,0.15,100.0,92.7947,1.5256,"[92.2346, 93.3548]",2.9611,True,True,92.6354,94.5543,95.3712
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Mistral Nemo 12B,12B,False,0.15,96.67,81.5684,6.1304,"[74.9624, 91.8685]",2.9608,True,True,77.7794,89.8363,90.9254
Q13,Give me the movies and its featuring actors that have won an Oscar,Mistral Nemo 12B,12B,False,0.15,100.0,79.7742,5.807,"[64.9681, 84.3750]",2.9596,True,True,81.482,83.8224,84.2063
Q14,Give me the people who have directed or acted in more than 5 occasions,Mistral Nemo 12B,12B,False,0.15,90.0,64.6139,6.6131,"[48.5603, 70.3060]",2.9544,True,True,66.8803,69.9115,69.9749
Q01,Give me the movies that have more than four actors with the same birth year,Mistral 7B,7B,False,0.15,40.0,30.0252,7.1991,"[22.9936, 43.8762]",11.8251,True,True,30.3289,32.4266,34.9696
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Mistral 7B,7B,False,0.15,83.33,47.1087,7.8365,"[31.5670, 58.2678]",11.6915,True,True,48.7517,56.7059,56.9308
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Mistral 7B,7B,False,0.15,96.67,29.0862,0.6757,"[27.4247, 29.9975]",12.5215,True,True,29.1753,29.4572,29.533
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Mistral 7B,7B,False,0.15,90.0,37.3327,10.7772,"[23.4761, 52.6055]",12.1996,True,True,31.0867,50.6382,52.1596
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Mistral 7B,7B,False,0.15,3.33,28.3308,3.9706,"[23.6777, 37.5170]",12.3527,True,True,26.8,33.8478,36.4007
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Mistral 7B,7B,False,0.15,93.33,50.3252,26.3812,"[34.5594, 109.2322]",12.1893,True,True,42.9257,60.1182,82.7786
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Mistral 7B,7B,False,0.15,90.0,51.8141,8.4147,"[43.6494, 75.6976]",12.2461,True,True,52.2039,60.6532,72.1532
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Mistral 7B,7B,False,0.15,83.33,52.1645,27.9953,"[34.9195, 116.7097]",12.1912,True,True,41.3241,99.999,100.6739
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Mistral 7B,7B,False,0.15,3.33,24.913,2.991,"[23.5956, 33.1055]",12.5767,True,True,23.9083,26.1883,31.5477
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Mistral 7B,7B,False,0.15,100.0,35.5321,2.4733,"[32.6964, 39.2553]",12.3357,True,True,35.0537,38.0976,38.6795
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Mistral 7B,7B,False,0.15,60.0,34.8264,10.9492,"[25.0849, 55.2830]",12.2854,True,True,33.7875,40.0834,42.2145
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Mistral 7B,7B,False,0.15,56.67,67.2764,31.3146,"[34.3907, 138.8026]",12.2006,True,True,59.0922,97.8488,119.1647
Q13,Give me the movies and its featuring actors that have won an Oscar,Mistral 7B,7B,False,0.15,93.33,33.5477,8.2188,"[23.1451, 49.8353]",12.2125,True,True,33.1782,46.0224,48.7921
Q14,Give me the people who have directed or acted in more than 5 occasions,Mistral 7B,7B,False,0.15,100.0,28.0436,0.1496,"[27.7955, 28.2546]",12.501,True,True,28.0524,28.1658,28.2211
Q01,Give me the movies that have more than four actors with the same birth year,Phi-4 14B,14B,False,0.15,100.0,132.2465,24.8829,"[101.3705, 171.0742]",1.8696,True,True,131.6103,164.4491,169.3294
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Phi-4 14B,14B,False,0.15,100.0,188.0483,23.8169,"[157.3600, 227.4238]",1.8568,True,True,189.8087,209.2178,211.6977
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Phi-4 14B,14B,False,0.15,100.0,152.6085,0.6194,"[151.0011, 153.4774]",1.8653,True,True,152.6892,153.187,153.2982
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Phi-4 14B,14B,False,0.15,100.0,170.5684,34.1811,"[108.5492, 215.2767]",1.8612,True,True,185.4452,201.6106,208.7528
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Phi-4 14B,14B,False,0.15,100.0,102.1863,12.5066,"[83.7350, 124.1470]",1.8771,True,True,98.6719,117.8191,120.6598
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Phi-4 14B,14B,False,0.15,100.0,142.9356,21.7181,"[123.4612, 174.9525]",1.864,True,True,131.6957,174.5609,174.8974
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Phi-4 14B,14B,False,0.15,83.33,236.0774,54.8678,"[157.6895, 341.9309]",1.8554,True,True,232.0964,340.6266,341.2754
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Phi-4 14B,14B,False,0.15,83.33,111.1758,14.7596,"[102.6898, 143.9938]",1.8759,True,True,103.4121,142.2784,143.2138
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Phi-4 14B,14B,False,0.15,100.0,139.9276,18.4229,"[129.9907, 188.7986]",1.8653,True,True,130.9054,164.308,174.9371
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Phi-4 14B,14B,False,0.15,100.0,190.3045,8.8712,"[184.1145, 208.6170]",1.8641,True,True,185.8135,205.897,206.3891
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Phi-4 14B,14B,False,0.15,100.0,208.5717,31.612,"[196.9660, 220.1774]",1.8605,True,True,208.9967,257.8632,266.973
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Phi-4 14B,14B,False,0.15,90.0,292.3913,82.1228,"[262.2415, 322.5410]",1.8527,True,True,280.4702,365.5319,419.7994
Q13,Give me the movies and its featuring actors that have won an Oscar,Phi-4 14B,14B,False,0.15,100.0,123.7111,11.8713,"[95.6469, 133.6798]",1.8797,True,True,127.5267,133.3522,133.5098
Q14,Give me the people who have directed or acted in more than 5 occasions,Phi-4 14B,14B,False,0.15,100.0,154.0608,8.0499,"[132.6157, 162.3666]",1.866,True,True,154.1386,161.8677,162.1937
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E2B,2B,False,0.05,100.0,12.4002,0.0727,"[12.2722, 12.5187]",17.6701,True,True,12.4035,12.4824,12.5097
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E2B,2B,True,0.05,73.33,77.2603,24.8457,"[51.1128, 117.0559]",18.0733,True,True,66.5798,116.7032,116.8193
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E2B,2B,False,0.05,100.0,12.1512,0.1929,"[12.0260, 12.4677]",17.7787,True,True,12.1164,12.2078,12.2168
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E2B,2B,True,0.05,56.67,82.6382,25.2866,"[55.8825, 116.8736]",18.0596,True,True,69.5938,116.7082,116.7886
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E2B,2B,False,0.05,100.0,20.6271,0.1729,"[20.4917, 20.9276]",17.6043,True,True,20.6104,20.6678,20.6985
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E2B,2B,True,0.05,56.67,54.4256,4.9343,"[52.6141, 56.2372]",17.9803,True,True,54.1626,60.7719,61.7421
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E2B,2B,False,0.05,100.0,20.3527,1.3897,"[19.3003, 22.8716]",17.7414,True,True,19.639,22.7668,22.8505
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E2B,2B,True,0.05,90.0,58.2783,5.6063,"[49.2378, 67.7077]",17.994,True,True,57.9996,62.8916,63.4702
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E2B,2B,False,0.05,100.0,14.798,0.1787,"[14.6908, 15.1125]",17.7096,True,True,14.7679,14.8477,14.8832
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E2B,2B,True,0.05,80.0,40.9913,4.1805,"[36.8483, 49.0615]",18.0202,True,True,40.0019,46.508,47.6666
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E2B,2B,False,0.05,100.0,16.4916,0.7224,"[15.3736, 17.1096]",17.8241,True,True,16.9189,17.034,17.077
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E2B,2B,True,0.05,100.0,55.285,8.9313,"[52.0060, 58.5639]",18.0777,True,True,56.5997,66.7626,70.1005
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E2B,2B,False,0.05,100.0,24.5779,0.2009,"[24.4585, 24.9221]",17.6467,True,True,24.5438,24.6218,24.6487
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E2B,2B,True,0.05,83.33,69.1553,6.5979,"[66.7330, 71.5776]",18.0048,True,True,67.9198,78.684,81.1688
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E2B,2B,False,0.05,93.33,23.6873,1.1704,"[19.4369, 24.3487]",17.7828,True,True,23.9268,24.0736,24.1237
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E2B,2B,True,0.05,40.0,54.4345,7.1229,"[51.8195, 57.0495]",18.0191,True,True,53.0408,63.0718,66.7007
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E2B,2B,False,0.05,100.0,16.6522,0.4163,"[16.4035, 17.5906]",17.6907,True,True,16.475,17.5765,17.5851
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E2B,2B,True,0.05,100.0,64.1145,11.6922,"[59.8219, 68.4071]",18.1345,True,True,63.4062,80.8597,83.4606
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E2B,2B,False,0.05,100.0,25.9937,0.3914,"[25.6390, 26.6018]",17.8166,True,True,25.9579,26.0571,26.0966
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E2B,2B,True,0.05,100.0,57.0204,3.859,"[55.6036, 58.4372]",18.0477,True,True,56.769,62.3452,62.8937
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E2B,2B,False,0.05,100.0,21.3516,0.1894,"[21.1953, 21.6757]",17.6795,True,True,21.3282,21.4112,21.435
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E2B,2B,True,0.05,63.33,50.8916,4.8118,"[44.9729, 61.6657]",17.988,True,True,50.279,56.8488,60.3468
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E2B,2B,False,0.05,100.0,31.2066,0.2063,"[31.0591, 31.6033]",17.7659,True,True,31.1724,31.2549,31.3278
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E2B,2B,True,0.05,86.67,55.435,5.6687,"[53.3538, 57.5162]",18.0642,True,True,55.4082,61.6256,64.9188
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E2B,2B,False,0.05,100.0,15.7233,0.2073,"[15.3768, 16.0503]",17.7227,True,True,15.7377,15.8237,15.8363
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E2B,2B,True,0.05,66.67,48.509,3.5366,"[47.2106, 49.8074]",17.9978,True,True,47.7489,53.1306,53.2086
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E2B,2B,False,0.05,100.0,18.3276,0.0819,"[18.2202, 18.5283]",17.622,True,True,18.3123,18.4104,18.4821
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E2B,2B,True,0.05,76.67,55.526,6.2584,"[43.9424, 68.0159]",17.9689,True,True,55.4602,59.8908,64.1447
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E4B,4B,False,0.05,100.0,23.843,0.0998,"[23.6473, 23.9732]",12.6202,True,True,23.8714,23.9468,23.9603
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 E4B,4B,True,0.05,53.33,150.2391,18.6683,"[115.2574, 165.7085]",12.6066,True,True,161.6625,165.0702,165.1415
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E4B,4B,False,0.05,100.0,30.0506,0.7394,"[29.6882, 32.3608]",12.6216,True,True,29.8741,30.017,31.209
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E4B,4B,True,0.05,33.33,158.465,11.5288,"[131.0892, 165.9496]",12.6134,True,True,164.8016,165.1676,165.3734
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E4B,4B,False,0.05,100.0,31.2897,0.4331,"[30.7402, 31.9724]",12.6222,True,True,31.2512,31.3362,31.4002
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E4B,4B,True,0.05,100.0,102.0613,21.2793,"[94.2490, 109.8736]",12.6049,True,True,100.633,128.6985,133.9329
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E4B,4B,False,0.05,100.0,25.5136,0.3923,"[25.3134, 26.1309]",12.6299,True,True,25.455,25.536,25.5735
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E4B,4B,True,0.05,86.67,109.4827,22.3325,"[101.2837, 117.6816]",12.6122,True,True,104.4991,142.1284,149.1048
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E4B,4B,False,0.05,43.33,19.7051,1.0374,"[18.7342, 21.2219]",12.6416,True,True,19.0251,21.1241,21.1844
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E4B,4B,True,0.05,93.33,108.9191,30.3652,"[97.7711, 120.0671]",12.6162,True,True,110.905,157.3889,163.1476
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E4B,4B,False,0.05,100.0,27.7615,0.4268,"[27.5525, 28.4489]",12.6304,True,True,27.6844,27.7812,27.8672
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E4B,4B,True,0.05,100.0,97.5513,15.2356,"[81.3872, 134.3807]",12.6093,True,True,91.9775,117.9532,126.3921
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E4B,4B,False,0.05,100.0,37.0942,2.2425,"[31.6128, 39.0130]",12.5998,True,True,37.4258,38.9414,38.9927
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E4B,4B,True,0.05,90.0,128.2658,21.8795,"[120.2332, 136.2984]",12.6055,True,True,126.9303,163.932,164.932
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E4B,4B,False,0.05,100.0,38.5311,6.4388,"[25.9233, 42.5647]",12.6344,True,True,42.3325,42.5169,42.5518
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E4B,4B,True,0.05,80.0,150.5372,11.9825,"[127.0455, 165.1531]",12.6171,True,True,151.8446,164.9761,165.074
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E4B,4B,False,0.05,100.0,27.6054,1.3841,"[26.0911, 29.0568]",12.6261,True,True,28.5417,28.9801,29.0205
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E4B,4B,True,0.05,70.0,137.217,29.4689,"[80.1176, 165.7608]",12.6029,True,True,150.7278,165.0754,165.1423
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E4B,4B,False,0.05,100.0,37.8012,1.1189,"[37.4876, 39.3568]",12.6077,True,True,37.5951,37.6909,37.7003
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E4B,4B,True,0.05,63.33,152.0918,14.0083,"[125.4113, 165.2691]",12.6062,True,True,155.1245,165.1189,165.2124
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E4B,4B,False,0.05,100.0,38.0175,0.4041,"[37.7302, 38.6423]",12.6259,True,True,37.9906,38.0528,38.0926
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E4B,4B,True,0.05,96.67,112.6487,21.859,"[82.4490, 164.7854]",12.6058,True,True,108.4199,139.5149,161.4311
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E4B,4B,False,0.05,90.0,26.4579,5.3965,"[24.2704, 41.8712]",12.6322,True,True,24.507,33.0057,41.6825
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E4B,4B,True,0.05,56.67,154.0538,12.8367,"[123.5790, 165.1050]",12.6132,True,True,156.9595,165.055,165.0887
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E4B,4B,False,0.05,100.0,25.9115,1.1697,"[23.3601, 26.5985]",12.6036,True,True,26.4607,26.5916,26.5945
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E4B,4B,True,0.05,90.0,73.6283,8.5249,"[64.9091, 91.7977]",12.5988,True,True,71.5532,85.1723,88.0169
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E4B,4B,False,0.05,100.0,26.9488,0.4366,"[26.5729, 27.6482]",12.6338,True,True,26.9157,26.9939,27.0478
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E4B,4B,True,0.05,93.33,124.5827,24.289,"[115.6654, 133.4999]",12.6135,True,True,122.2462,158.2677,163.7558
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 26B,26B,False,0.05,100.0,88.4003,2.4145,"[87.1761, 93.2749]",3.6758,True,True,87.2213,93.2508,93.2696
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 26B,26B,False,0.05,96.67,439.6079,168.9779,"[171.5536, 583.9122]",3.5472,True,True,515.3165,581.2218,582.6941
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 26B,26B,False,0.05,100.0,132.0203,1.5496,"[131.3801, 135.3182]",3.5794,True,True,131.65,131.9446,133.6046
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 26B,26B,False,0.05,100.0,86.5131,0.5139,"[85.3027, 86.6809]",3.5611,True,True,86.6333,86.665,86.6724
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 26B,26B,False,0.05,100.0,78.3753,1.0632,"[76.9219, 78.6336]",3.5668,True,True,78.5548,78.6245,78.6258
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 26B,26B,False,0.05,100.0,141.3272,0.4213,"[140.6449, 141.9238]",3.5768,True,True,141.2998,141.3679,141.3966
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 26B,26B,False,0.05,100.0,294.3474,55.1293,"[282.6282, 368.2156]",3.5052,True,True,284.9054,285.4527,285.5047
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 26B,26B,False,0.05,100.0,133.3768,2.1937,"[129.8427, 136.0750]",3.5087,True,True,133.4115,135.9444,136.0498
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 26B,26B,False,0.05,100.0,134.2618,0.8355,"[132.4535, 134.7132]",3.5069,True,True,134.589,134.6768,134.6954
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 26B,26B,False,0.05,100.0,500.1453,112.4202,"[148.6718, 589.4500]",3.5003,True,True,473.312,589.3302,589.4184
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 26B,26B,False,0.05,100.0,129.7231,0.6422,"[128.4430, 129.9422]",3.505,True,True,129.8713,129.9205,129.9328
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 26B,26B,False,0.05,100.0,168.4321,2.0543,"[167.5099, 171.2838]",3.5014,True,True,168.1016,168.1848,168.2446
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 26B,26B,False,0.05,100.0,94.4539,0.1782,"[94.1875, 94.6957]",3.5089,True,True,94.4531,94.5097,94.5435
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 26B,26B,False,0.05,100.0,91.5641,0.1692,"[91.2883, 91.7815]",3.5094,True,True,91.5736,91.6382,91.7051
Q01,Give me the movies that have more than four actors with the same birth year,Qwen 3.5 9B,9B,False,0.1,100.0,69.75,0.1646,"[69.6895, 69.8104]",4.3871,True,True,69.7748,69.9997,70.035
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Qwen 3.5 9B,9B,False,0.1,96.67,87.8406,73.5723,"[64.0519, 191.1659]",4.3773,True,True,76.9708,77.18,80.4166
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Qwen 3.5 9B,9B,False,0.1,100.0,87.1352,0.1468,"[86.7701, 87.3245]",4.3811,True,True,87.1393,87.2544,87.2691
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Qwen 3.5 9B,9B,False,0.1,100.0,75.9218,0.0789,"[75.8929, 75.9508]",4.3835,True,True,75.9228,76.0281,76.0594
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Qwen 3.5 9B,9B,False,0.1,100.0,68.551,16.4353,"[48.0620, 89.0794]",4.3877,True,True,59.9394,86.5816,87.266
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Qwen 3.5 9B,9B,False,0.1,100.0,70.3128,1.2717,"[69.7103, 73.5036]",4.3881,True,True,69.8371,73.4835,73.4987
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Qwen 3.5 9B,9B,False,0.1,100.0,107.2895,4.6248,"[103.1251, 114.2375]",4.3729,True,True,103.8669,114.097,114.2004
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Qwen 3.5 9B,9B,False,0.1,96.67,97.336,78.9043,"[66.1381, 300.7113]",4.3738,True,True,70.5706,122.6536,190.745
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Qwen 3.5 9B,9B,False,0.1,100.0,88.5065,0.1199,"[88.4625, 88.5505]",4.3802,True,True,88.5424,88.656,88.6601
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Qwen 3.5 9B,9B,False,0.1,100.0,84.4201,0.8568,"[83.6051, 85.8142]",4.3837,True,True,83.9608,85.6937,85.7581
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Qwen 3.5 9B,9B,False,0.1,100.0,103.2894,0.1548,"[102.9874, 103.5381]",4.3766,True,True,103.2851,103.4317,103.4916
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Qwen 3.5 9B,9B,False,0.1,100.0,99.6128,7.7942,"[83.5409, 112.6067]",4.3765,True,True,103.6729,106.8553,109.9242
Q13,Give me the movies and its featuring actors that have won an Oscar,Qwen 3.5 9B,9B,False,0.1,100.0,59.4475,4.7475,"[51.5806, 62.8538]",4.3955,True,True,62.1602,62.2501,62.4217
Q14,Give me the people who have directed or acted in more than 5 occasions,Qwen 3.5 9B,9B,False,0.1,100.0,76.6713,3.4971,"[68.2104, 79.5602]",4.3754,True,True,77.6823,78.1047,78.2249
Q01,Give me the movies that have more than four actors with the same birth year,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,103.6007,7.3763,"[98.0528, 120.0024]",2.8926,True,True,100.2703,116.8673,117.4169
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,139.247,6.8135,"[121.9296, 145.2792]",2.8881,True,True,141.6706,143.1186,144.4036
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,162.4434,0.7246,"[160.3496, 163.3914]",2.8739,True,True,162.5012,163.1746,163.2925
